data,candidato,plataforma,seguidores,variacao_dia,trends_indice,mencoes,fonte,url_fonte,observacao
2026-08-03,Lula,instagram,15000000,,,,"Instituto Democracia em Xeque, Semanal DX (4/8/2026)",https://institutodx.org/semanaldx/relatorio18/,"@lulaoficial. Relatório #18 (27/7 a 3/8). ATENÇÃO: a página informa base 'extraída em 27/07 às 16h' (mesma do #17, que traz valores menores) e os valores são idênticos aos do #21 (24/8); provável erro de edição no site. Data 3/8 é inferência; usar com cautela; valor arredondado pela fonte"
2026-08-03,Renan Santos,instagram,2500000,,,,"Instituto Democracia em Xeque, Semanal DX (4/8/2026)",https://institutodx.org/semanaldx/relatorio18/,"@renansantosmbl. Relatório #18 (27/7 a 3/8). ATENÇÃO: a página informa base 'extraída em 27/07 às 16h' (mesma do #17, que traz valores menores) e os valores são idênticos aos do #21 (24/8); provável erro de edição no site. Data 3/8 é inferência; usar com cautela; valor arredondado pela fonte"
2026-08-03,Ronaldo Caiado,instagram,2300000,,,,"Instituto Democracia em Xeque, Semanal DX (4/8/2026)",https://institutodx.org/semanaldx/relatorio18/,"@ronaldocaiado. Relatório #18 (27/7 a 3/8). ATENÇÃO: a página informa base 'extraída em 27/07 às 16h' (mesma do #17, que traz valores menores) e os valores são idênticos aos do #21 (24/8); provável erro de edição no site. Data 3/8 é inferência; usar com cautela; valor arredondado pela fonte"
2026-08-10,Flávio Bolsonaro,instagram,11000000,,,,"Instituto Democracia em Xeque, Semanal DX (11/8/2026)",https://institutodx.org/semanaldx/relatorio19/,@flaviobolsonaro. Relatório #19; base extraída em 10/08 às 18h; valor arredondado pela fonte
2026-08-10,Lula,instagram,14800000,,,,"Instituto Democracia em Xeque, Semanal DX (11/8/2026)",https://institutodx.org/semanaldx/relatorio19/,@lulaoficial. Relatório #19; base extraída em 10/08 às 18h; valor arredondado pela fonte
2026-08-10,Renan Santos,instagram,2200000,,,,"Instituto Democracia em Xeque, Semanal DX (11/8/2026)",https://institutodx.org/semanaldx/relatorio19/,@renansantosmbl. Relatório #19; base extraída em 10/08 às 18h; valor arredondado pela fonte
2026-08-10,Ronaldo Caiado,instagram,2200000,,,,"Instituto Democracia em Xeque, Semanal DX (11/8/2026)",https://institutodx.org/semanaldx/relatorio19/,@ronaldocaiado. Relatório #19; base extraída em 10/08 às 18h; valor arredondado pela fonte
2026-08-11,Renan Santos,instagram,2300000,,,,Poder360 (16/8/2026),https://www.poder360.com.br/poder-eleicoes-2026/zema-e-renan-santos-preferem-mirar-criticas-a-adversarios-no-instagram/,Levantamento próprio do Poder360 sobre posts de 1/6 a 11/8; a matéria dá o número de seguidores sem data exata (aqui registrado no fim do período analisado; inferência); valor arredondado pela fonte
2026-08-11,Romeu Zema,instagram,3500000,,,,Poder360 (16/8/2026),https://www.poder360.com.br/poder-eleicoes-2026/zema-e-renan-santos-preferem-mirar-criticas-a-adversarios-no-instagram/,Data de referência inferida (fim do período 1/6 a 11/8); valor arredondado pela fonte
2026-08-11,Ronaldo Caiado,instagram,2250000,,,,AtivaWeb DataLab via Brasil 247 (11/8/2026),https://www.brasil247.com/midia/caiado-investe-r-621-mil-nas-redes-mas-tem-o-pior-engajamento-entre-presidenciaveis/,"Engajamento 0,4%; data de referência = data da matéria; valor arredondado pela fonte"
2026-08-11,Renan Santos,x,156600,,,,Poder360 (16/8/2026),https://www.poder360.com.br/poder-eleicoes-2026/zema-e-renan-santos-preferem-mirar-criticas-a-adversarios-no-instagram/,Data de referência inferida (fim do período 1/6 a 11/8); valor arredondado pela fonte
2026-08-16,Augusto Cury,instagram,8326495,,,,Vox Radar via CNN Brasil (31/8),https://www.cnnbrasil.com.br/eleicoes/vox-radar-cury-tem-aumento-de-seguidores-e-mencoes-apos-debate-e-sabatina/,ponto inicial da janela Vox Radar de 16 a 31/8
2026-08-17,Flávio Bolsonaro,instagram,11000000,,,,"Instituto Democracia em Xeque, Semanal DX (19/8/2026)",https://institutodx.org/semanaldx/relatorio20/,@flaviobolsonaro. Relatório #20; base extraída em 17/08 às 18h; valor arredondado pela fonte
2026-08-17,Lula,instagram,14800000,,,,"Instituto Democracia em Xeque, Semanal DX (19/8/2026)",https://institutodx.org/semanaldx/relatorio20/,@lulaoficial. Relatório #20; base extraída em 17/08 às 18h; valor arredondado pela fonte
2026-08-17,Renan Santos,instagram,2200000,,,,"Instituto Democracia em Xeque, Semanal DX (19/8/2026)",https://institutodx.org/semanaldx/relatorio20/,@renansantosmbl. Relatório #20; base extraída em 17/08 às 18h; valor arredondado pela fonte
2026-08-17,Ronaldo Caiado,instagram,2200000,,,,"Instituto Democracia em Xeque, Semanal DX (19/8/2026)",https://institutodx.org/semanaldx/relatorio20/,@ronaldocaiado. Relatório #20; base extraída em 17/08 às 18h; valor arredondado pela fonte
2026-08-20,Pablo Marçal,instagram,13700000,,,,Estado de Minas (20/8),https://www.em.com.br/nacional/2026/08/7483718-todos-os-candidatos-a-presidencia-em-2026-quem-sao-e-o-que-defendem.html,
2026-08-20,Augusto Cury,quaest_ipd,,,37.8,,"Quaest IPD via O Globo/Lauro Jardim, replicado por Fox Elite (1/9/2026) e Brasil em Folhas (1/9/2026)",https://www.foxelite.com.br/2026/09/ascensao-de-augusto-cury-na-corrida.html,"'passando de 37,8 para 54,5 pontos' em uma semana; 7º para 4º lugar. Data de referência do valor anterior NÃO informada pela fonte (registrada aqui como ~20/8, inferência: semana anterior ao salto pós-debate de 23/8)"
2026-08-22,Augusto Cury,google_trends,,,2.9,,Google Trends via Diário Tocantinense e Revista Oeste (27/8),,"média do período pré-debate, não valor de um dia"
2026-08-22,Augusto Cury,instagram,9300000,,,,InsTrack via Pleno.News (27/8/2026),https://pleno.news/brasil/eleicoes-2026/augusto-cury-ganha-quase-2-milhoes-seguidores-no-instagram.html,"Véspera do debate segundo o InsTrack; DIVERGE de CNN/Vox Radar e Social Blade (8,3 milhões em 23/8); valor arredondado pela fonte"
2026-08-23,Augusto Cury,ap_exata_share_mencoes,,,,,AP Exata via CartaCapital (31/8),https://www.cartacapital.com.br/politica/o-que-explica-a-ascensao-de-augusto-cury-nas-pesquisas-eleitorais/,"0,35% das menções aos presidenciáveis até o dia do debate"
2026-08-23,Augusto Cury,instagram,8339288,,,,Social Blade via Canal MyNews (28/8),https://canalmynews.com.br/eleicoes-2026/analise-o-que-esta-por-tras-do-crescimento-de-augusto-cury-nas-redes-sociais/,dia do debate
2026-08-23,Renan Santos,instagram,2100000,,,,CNN Brasil (27/8/2026),https://www.cnnbrasil.com.br/eleicoes/apos-debate-cury-e-candidato-com-maior-crescimento-de-seguidores-e-buscas/,"Valor pré-debate; para 2,49 milhões (+18,8%) até 27/8; valor arredondado pela fonte"
2026-08-23,Ronaldo Caiado,instagram,2180000,,,,CNN Brasil (27/8/2026),https://www.cnnbrasil.com.br/eleicoes/apos-debate-cury-e-candidato-com-maior-crescimento-de-seguidores-e-buscas/,"Valor pré-debate; para 2,28 milhões (+4,5%) até 27/8; valor arredondado pela fonte"
2026-08-23,Augusto Cury,mencoes_web,,,,13869,Vox Radar via CNN Brasil (27/8),,
2026-08-24,Augusto Cury,google_trends,,,49,,Google Trends via Diário Tocantinense e Revista Oeste (27/8),,
2026-08-24,Augusto Cury,instagram,8401746,62458,,,Social Blade via Canal MyNews (28/8),https://canalmynews.com.br/eleicoes-2026/analise-o-que-esta-por-tras-do-crescimento-de-augusto-cury-nas-redes-sociais/,total derivado do ganho diário informado (8.339.288 + 62.458)
2026-08-24,Flávio Bolsonaro,instagram,11400000,,,,"Instituto Democracia em Xeque, Semanal DX (25/8/2026)",https://institutodx.org/semanaldx/relatorio21/,@flaviobolsonaro. Relatório #21; base extraída em 24/08 às 18h (dia seguinte ao debate da Band); valor arredondado pela fonte
2026-08-24,Lula,instagram,15000000,,,,"Instituto Democracia em Xeque, Semanal DX (25/8/2026)",https://institutodx.org/semanaldx/relatorio21/,@lulaoficial. Relatório #21; base extraída em 24/08 às 18h (dia seguinte ao debate da Band); valor arredondado pela fonte
2026-08-24,Renan Santos,instagram,2500000,,,,"Instituto Democracia em Xeque, Semanal DX (25/8/2026)",https://institutodx.org/semanaldx/relatorio21/,@renansantosmbl. Relatório #21; base extraída em 24/08 às 18h (dia seguinte ao debate da Band); valor arredondado pela fonte
2026-08-24,Ronaldo Caiado,instagram,2300000,,,,"Instituto Democracia em Xeque, Semanal DX (25/8/2026)",https://institutodx.org/semanaldx/relatorio21/,@ronaldocaiado. Relatório #21; base extraída em 24/08 às 18h (dia seguinte ao debate da Band); valor arredondado pela fonte
2026-08-24,Augusto Cury,quaest_ipd,,,37.8,,"Quaest, Índice de Popularidade Digital, via Brasil em Folhas (1/9)",https://www.brasilemfolhas.com.br/2026/09/campanha-de-flavio-bolsonaro-monitora-crescimento-de-augusto-cury/,"escala 0 a 100; data aproximada (uma semana antes de 54,5); publicação original da Quaest não localizada"
2026-08-25,Augusto Cury,instagram,8531425,129679,,,Social Blade via Canal MyNews (28/8),https://canalmynews.com.br/eleicoes-2026/analise-o-que-esta-por-tras-do-crescimento-de-augusto-cury-nas-redes-sociais/,total derivado do ganho diário informado
2026-08-26,Augusto Cury,google_trends,,,100,,Google Trends via Diário Tocantinense e Revista Oeste (27/8),,pico na noite de 26/8; +900% na semana; passou a ser mais buscado que Lula e Flávio Bolsonaro
2026-08-26,Augusto Cury,instagram,9217972,686547,,,Social Blade via Canal MyNews (28/8),https://canalmynews.com.br/eleicoes-2026/analise-o-que-esta-por-tras-do-crescimento-de-augusto-cury-nas-redes-sociais/,
2026-08-26,Augusto Cury,mencoes_web,,,,20193,Vox Radar via CNN Brasil (27/8),,
2026-08-27,Augusto Cury,ap_exata_share_mencoes,,,,,AP Exata via CartaCapital (31/8),https://www.cartacapital.com.br/politica/o-que-explica-a-ascensao-de-augusto-cury-nas-pesquisas-eleitorais/,"13,5% das menções aos presidenciáveis na quinta seguinte ao debate"
2026-08-27,Augusto Cury,google_buscas_termo,,,,10000,Google Trends via Diário Tocantinense e Revista Oeste (27/8),,"termo 'Augusto Cury é de esquerda ou direita'; mais de 10 mil buscas, crescimento próximo de 900%; piso, valor exato não divulgado"
2026-08-27,Augusto Cury,instagram,10427863,1209891,,,Social Blade via Canal MyNews (28/8),https://canalmynews.com.br/eleicoes-2026/analise-o-que-esta-por-tras-do-crescimento-de-augusto-cury-nas-redes-sociais/,"maior ganho diário da série; ranking Social Blade via Estado de Minas do mesmo dia registrou 10,1 milhões (snapshot anterior); Vox Radar registrou 9,9 milhões pós-debate"
2026-08-27,Flávio Bolsonaro,instagram,11300000,,,,Social Blade via Estado de Minas (27/8); mesmo valor em Pleno.News/InsTrack (27/8),https://pleno.news/brasil/eleicoes-2026/augusto-cury-ganha-quase-2-milhoes-seguidores-no-instagram.html,"variação Vox Radar, janela de 23/7 ao pós-debate (CNN 27/8) de +0,5% (Vox Radar)"
2026-08-27,Lula,instagram,14900000,,,,Social Blade via Estado de Minas (27/8); mesmo valor em Pleno.News/InsTrack (27/8),https://pleno.news/brasil/eleicoes-2026/augusto-cury-ganha-quase-2-milhoes-seguidores-no-instagram.html,"variação Vox Radar, janela de 23/7 ao pós-debate (CNN 27/8) de -0,04% (Vox Radar); perda de 6.590 seguidores; Metrópoles (28/8) arredonda para 14 milhões"
2026-08-27,Pablo Marçal,instagram,13900000,,,,Social Blade via Estado de Minas (27/8); mesmo valor em Pleno.News/InsTrack (27/8),https://pleno.news/brasil/eleicoes-2026/augusto-cury-ganha-quase-2-milhoes-seguidores-no-instagram.html,
2026-08-27,Renan Santos,instagram,2400000,,,,Social Blade via Estado de Minas (27/8); mesmo valor em Pleno.News/InsTrack (27/8),https://pleno.news/brasil/eleicoes-2026/augusto-cury-ganha-quase-2-milhoes-seguidores-no-instagram.html,"variação Vox Radar, janela de 23/7 ao pós-debate (CNN 27/8) de +18,8% (Vox Radar)"
2026-08-27,Romeu Zema,instagram,3500000,,,,Social Blade via Estado de Minas (27/8); mesmo valor em Pleno.News/InsTrack (27/8),https://pleno.news/brasil/eleicoes-2026/augusto-cury-ganha-quase-2-milhoes-seguidores-no-instagram.html,"variação Vox Radar, janela de 23/7 ao pós-debate (CNN 27/8) de +0,3% (Vox Radar)"
2026-08-27,Ronaldo Caiado,instagram,2200000,,,,Social Blade via Estado de Minas (27/8); mesmo valor em Pleno.News/InsTrack (27/8),https://pleno.news/brasil/eleicoes-2026/augusto-cury-ganha-quase-2-milhoes-seguidores-no-instagram.html,"variação Vox Radar, janela de 23/7 ao pós-debate (CNN 27/8): +4,5% (2,18M para 2,28M); Vox Radar via CNN (27/8) registra 2,28 milhões"
2026-08-27,Augusto Cury,instagram_comentarios_total,,,,854000,campanha Augusto Cury via Gazeta do Povo e CNN Brasil (28/8),,total de comentários de 24 a 27/8 informado pela campanha; campanha nega influenciadores pagos e inflação artificial e afirma 96% dos seguidores no Brasil
2026-08-27,Augusto Cury,instagram_comentarios_voto,,,,526000,Vox Radar via CNN Brasil (27/8),,"declarações espontâneas de voto em comentários, acumulado de 22 a 27/8"
2026-08-27,Augusto Cury,quaest_ipd,,,54.5,,"Quaest IPD via O Globo/Lauro Jardim, replicado por Fox Elite (1/9/2026), Brasil em Folhas (1/9) e La Nación (1/9)",https://www.brasilemfolhas.com.br/2026/09/augusto-cury-ganha-2-5-milhoes-de-seguidores-em-uma-semana/,"4º lugar, atrás de Flávio, Lula e Renan (sem valores destes). Terra 31/8 e Infosaj 1/9 dizem que a série vai de 10/8 até 'a última quarta-feira' (26/8); data 27/8 é inferência"
2026-08-28,Augusto Cury,instagram,10719324,291461,,,Social Blade via Canal MyNews (28/8),https://canalmynews.com.br/eleicoes-2026/analise-o-que-esta-por-tras-do-crescimento-de-augusto-cury-nas-redes-sociais/,
2026-08-28,Renan Santos,instagram,2500000,,,,"Metrópoles, coluna Andreza Matais (28/8)",https://www.metropoles.com/colunas/andreza-matais/cury-ganha-21-milhoes-no-instagram-em-tres-dias-adversarios-suspeitam,valor arredondado pela fonte
2026-08-29,Augusto Cury,instagram_ganho_periodo,,2500000,,,Democracia em Xeque via Jornal de Brasília (1/9),https://jornaldebrasilia.com.br/noticias/politica-e-poder/cury-inunda-redes-sociais-com-influenciadores-dispara-em-pesquisa-e-levanta-suspeita-entre-adversarios/,"ganho de 16 a 29/8; mesma fonte: Flávio +280 mil, Renan +158 mil, Lula +100 mil"
2026-08-29,Flávio Bolsonaro,instagram_ganho_periodo,,280000,,,Democracia em Xeque via Jornal de Brasília (1/9),https://jornaldebrasilia.com.br/noticias/politica-e-poder/cury-inunda-redes-sociais-com-influenciadores-dispara-em-pesquisa-e-levanta-suspeita-entre-adversarios/,ganho de 16 a 29/8
2026-08-29,Lula,instagram_ganho_periodo,,100000,,,Democracia em Xeque via Jornal de Brasília (1/9),https://jornaldebrasilia.com.br/noticias/politica-e-poder/cury-inunda-redes-sociais-com-influenciadores-dispara-em-pesquisa-e-levanta-suspeita-entre-adversarios/,ganho de 16 a 29/8
2026-08-29,Renan Santos,instagram_ganho_periodo,,158000,,,Democracia em Xeque via Jornal de Brasília (1/9),https://jornaldebrasilia.com.br/noticias/politica-e-poder/cury-inunda-redes-sociais-com-influenciadores-dispara-em-pesquisa-e-levanta-suspeita-entre-adversarios/,ganho de 16 a 29/8
2026-08-30,Augusto Cury,instagram_ganho_periodo,,-19000,,,Social Blade via Estado de Minas (31/8),https://www.em.com.br/politica/2026/08/7491180-augusto-cury-perde-seguidores-apos-entrevista-na-globo.html,"perda diária após a sabatina da Globo (29/8); fonte distinta da usada na série de seguidores desses dias, não somar"
2026-08-31,Augusto Cury,instagram,10770423,,,,Vox Radar via CNN Brasil (31/8),https://www.cnnbrasil.com.br/eleicoes/vox-radar-cury-tem-aumento-de-seguidores-e-mencoes-apos-debate-e-sabatina/,"ganho de cerca de 51 mil em três dias desde 28/8, desaceleração forte; Bites via Terra (31/8) estimou +2,6 milhões na semana (+18%); campanha via O Antagonista (31/8) calcula 2,5 milhões desde 15/8; Estado de Minas (31/8) registra perda de cerca de 40 mil seguidores após a sabatina da Globo de 29/8: https://www.em.com.br/politica/2026/08/7491180-augusto-cury-perde-seguidores-apos-entrevista-na-globo.html"
2026-08-31,Flávio Bolsonaro,instagram,11400000,,,,La Nación (1/9/2026),https://www.lanacion.com.ar/el-mundo/augusto-cury-el-fenomeno-de-las-redes-que-amenaza-con-romper-la-polarizacion-en-brasil-nid01092026/,Sem data explícita da contagem na matéria; data 31/8 é inferência; valor arredondado pela fonte
2026-08-31,Lula,instagram,14900000,,,,La Nación (1/9/2026),https://www.lanacion.com.ar/el-mundo/augusto-cury-el-fenomeno-de-las-redes-que-amenaza-con-romper-la-polarizacion-en-brasil-nid01092026/,Sem data explícita da contagem na matéria; data 31/8 é inferência; valor arredondado pela fonte
2026-08-31,Renan Santos,instagram,2400000,,,,ICL Notícias citando decisão do TSE (31/8),https://iclnoticias.com.br/toffoli-suspende-redes-campanha-renan-santos/,valor arredondado; perfil citado na decisão de Toffoli; conta retirada do ar no Brasil em 1/9
2026-08-31,Augusto Cury,instagram_comentarios_total,,,,1420000,Vox Radar via CNN Brasil (31/8),https://www.cnnbrasil.com.br/eleicoes/vox-radar-cury-tem-aumento-de-seguidores-e-mencoes-apos-debate-e-sabatina/,comentários analisados na janela de 16 a 31/8
2026-08-31,Augusto Cury,instagram_comentarios_voto,,,,168000,Vox Radar via CNN Brasil (31/8),https://www.cnnbrasil.com.br/eleicoes/vox-radar-cury-tem-aumento-de-seguidores-e-mencoes-apos-debate-e-sabatina/,"comentários declarando voto na janela de 16 a 31/8; diverge dos 526 mil citados em 27/8 (janela e critério diferentes, reconciliar)"
2026-08-31,Augusto Cury,instagram_ganho_periodo,,-21000,,,Social Blade via Estado de Minas (31/8),https://www.em.com.br/politica/2026/08/7491180-augusto-cury-perde-seguidores-apos-entrevista-na-globo.html,"perda diária; matéria fechada às 20h14 de 31/8, portanto o dia pode estar incompleto; mais de 40 mil perdidos no acumulado desde 29/8"
2026-08-31,Augusto Cury,quaest_ipd,,,54.5,,"Quaest, Índice de Popularidade Digital, via Brasil em Folhas (1/9)",https://www.brasilemfolhas.com.br/2026/09/campanha-de-flavio-bolsonaro-monitora-crescimento-de-augusto-cury/,escala 0 a 100; publicação original da Quaest não localizada
2026-09-01,Augusto Cury,instagram,10758467,,,,"coleta própria, perfil público do Instagram via navegador (1/9/2026, 20h20 de Brasília)",https://www.instagram.com/augustocury/,"queda de ~12 mil em relação aos 10.770.423 do Vox Radar em 31/8; consistente com a perda pós-sabatina reportada pelo Estado de Minas; snapshot das 20h20 substitui o das ~19h no mesmo dia (uma linha por candidato, plataforma e dia); valor das ~19h: 10758649, variação intradiária -182"
2026-09-01,Flávio Bolsonaro,instagram,11459449,,,,"coleta própria, perfil público do Instagram via navegador (1/9/2026, 20h20 de Brasília)",https://www.instagram.com/flaviobolsonaro/,"snapshot das 20h20 substitui o das ~19h no mesmo dia (uma linha por candidato, plataforma e dia); valor das ~19h: 11458999, variação intradiária +450"
2026-09-01,Lula,instagram,14995404,,,,"coleta própria, perfil público do Instagram via navegador (1/9/2026, 20h20 de Brasília)",https://www.instagram.com/lulaoficial/,"snapshot das 20h20 substitui o das ~19h no mesmo dia (uma linha por candidato, plataforma e dia); valor das ~19h: 14995172, variação intradiária +232"
2026-09-01,Pablo Marçal,instagram,13936697,,,,"coleta própria, perfil público do Instagram via navegador (1/9/2026, 20h20 de Brasília)",https://www.instagram.com/pablomarcal1/,"snapshot das 20h20 substitui o das ~19h no mesmo dia (uma linha por candidato, plataforma e dia); valor das ~19h: 13936662, variação intradiária +35"
2026-09-01,Renan Santos,instagram,2518035,,,,"coleta própria, perfil público do Instagram via navegador (1/9/2026, 20h20 de Brasília)",https://www.instagram.com/renansantosmbl/,"perfil acessível deste Mac em 1/9 à noite, com bio de campanha ativa ('censurado por Dias Toffoli'); a retirada do ar reportada pela Gazeta do Povo não se verificou neste acesso; snapshot das 20h20 substitui o das ~19h no mesmo dia (uma linha por candidato, plataforma e dia); valor das ~19h: 2516503, variação intradiária +1532"
2026-09-01,Romeu Zema,instagram,3567679,,,,"coleta própria, perfil público do Instagram via navegador (1/9/2026, 20h20 de Brasília)",https://www.instagram.com/romeuzemaoficial/,"snapshot das 20h20 substitui o das ~19h no mesmo dia (uma linha por candidato, plataforma e dia); valor das ~19h: 3567686, variação intradiária -7"
2026-09-01,Ronaldo Caiado,instagram,2282224,,,,"coleta própria, perfil público do Instagram via navegador (1/9/2026, 20h20 de Brasília)",https://www.instagram.com/ronaldocaiado/,"snapshot das 20h20 substitui o das ~19h no mesmo dia (uma linha por candidato, plataforma e dia); valor das ~19h: 2282165, variação intradiária +59"
2026-09-01,Samara Martins,instagram,135139,,,,"coleta própria, perfil público do Instagram via navegador (1/9/2026, 20h20 de Brasília)",https://www.instagram.com/samaramartinsup/,"primeiro número absoluto localizado para o perfil; snapshot das 20h20 substitui o das ~19h no mesmo dia (uma linha por candidato, plataforma e dia); valor das ~19h: 135118, variação intradiária +21"
2026-09-01,Renan Santos,tiktok,1100000,,,,Gazeta do Povo (1/9),https://www.gazetadopovo.com.br/eleicoes/2026/youtube-e-instagram-tiram-contas-de-renan-santos-do-ar-no-brasil/,"valor aproximado, antes da retirada do ar por ordem do TSE"
2026-09-01,Augusto Cury,tiktok_topico,,,,75000000,Agência Lupa (1/9),https://www.agencialupa.org/eleicoes/2026/09/01/tiktok-estimula-criadores-a-produzir-videos-sobre-augusto-cury/,"visualizações de conteúdos sobre o crescimento de buscas por Cury, tópico recomendado pelo TikTok a criadores entre 31/8 e 1/9; não é métrica do perfil do candidato"
