data,candidato,evento,categoria,descricao,url
2026-08-25,Ronaldo Caiado,Sabatina no Jornal Nacional,entrevista,"Descreve o Brasil como 'Disneylândia do narcotráfico'; propõe polícia integrada com 10 países vizinhos; erra ao atribuir poder de prisão à Europol (embate com Tralli); evita detalhar ajuste fiscal ('medo de iluminados', 'não estamos numa mesa examinadora'); promete anistia 'geral, ampla e irrestrita' ao 8/1 incluindo Bolsonaro.",https://www.infomoney.com.br/politica/caiado-evita-detalhar-plano-economico-e-diz-ter-medo-de-iluminados-em-sabatina/
2026-08-26,Augusto Cury,Pico de buscas por Augusto Cury,rito de reclassificação,"Índice do Google Trends chega a 100 na noite de 26/8, contra média pré-debate de 2,9. Cury passa a ser mais buscado que Lula e Flávio Bolsonaro.",
2026-08-26,Flávio Bolsonaro,Convoca ato de 7 de Setembro na Paulista,contexto,"Em vídeo, pede a lideranças que convoquem apoiadores para ato na Av. Paulista às 15h de 7/9, retomando o palco histórico do pai. Lançamento em Copacabana (16/8) reunira cerca de 8.900 pessoas.",https://www.poder360.com.br/poder-eleicoes-2026/flavio-bolsonaro-convoca-ato-na-paulista-em-7-de-setembro/
2026-08-26,Flávio Bolsonaro,Motociata em Arapiraca (AL),contexto,"Motociata e encontros com empresários do Agreste e Sertão alagoanos, com ênfase em segurança.",https://www.acessa.com/politica/2026/08/338024-veja-como-foi-a-quarta-feira-26-dos-candidatos-a-presidente.html
2026-08-26,Hertz Dias,Entrevistas à Globo e podcast,entrevista,"Entrevistas à TV Globo e ao podcast A Arte da Guerra, defendendo reestatização de empresas; em 31/8 panfletagem com trabalhadores dos Correios em Porto Alegre.",https://www.acessa.com/politica/2026/08/338024-veja-como-foi-a-quarta-feira-26-dos-candidatos-a-presidente.html
2026-08-26,Lula,Caso Lulinha levado ao Ministério Público da Espanha,contexto,"Oswaldo Eustáquio e o advogado de Carla Zambelli apresentaram ao MP espanhol pedido de investigação da Synapta SL, empresa de Lulinha em Madri (Metrópoles, 26/8/2026).",https://www.metropoles.com/colunas/milena-teixeira/eustaquio-e-advogado-de-zambelli-levam-caso-de-lulinha-ao-mp-da-espanha
2026-08-26,Renan Santos,Sabatina no Jornal Nacional,entrevista,"Colunistas da Globo dão nota média 2,6 (acima de Zema 2,0 e Caiado 1,4). Defende bomba atômica, estado de exceção em periferias e descumprir decisões do STF; Traumann classifica como antidemocrático. Checagem Ranking dos Políticos: 55% verdadeiras.",https://canalmynews.com.br/eleicoes-2026/renan-santos-alcanca-nota-26-no-jn-com-postura-fluida/
2026-08-26,Romeu Zema,Campanha em Teófilo Otoni (MG),contexto,Rádios locais e visita ao Hospital Regional; defende privatizações e novo pacto federativo.,https://www.acessa.com/politica/2026/08/338024-veja-como-foi-a-quarta-feira-26-dos-candidatos-a-presidente.html
2026-08-26,Ronaldo Caiado,Sabatina O Globo/Valor/CBN e visita à Penha,entrevista,Sabatina no Rio; visita ao santuário da Penha com foco em crime organizado.,https://www.acessa.com/politica/2026/08/338024-veja-como-foi-a-quarta-feira-26-dos-candidatos-a-presidente.html
2026-08-26,Samara Martins,Sabatina no DCE da Ufal e panfletagem em Maceió,contexto,"Sabatina no DCE da Ufal, panfletagem na Nova Orla e comunidade do Vergel; defende investimento industrial.",https://www.acessa.com/politica/2026/08/338024-veja-como-foi-a-quarta-feira-26-dos-candidatos-a-presidente.html
2026-08-27,Augusto Cury,Vídeos de endosso de grandes influenciadores,endosso,"Peça de Yuri Meirelles com mais de 12 milhões de visualizações e mais de 1 milhão de curtidas; peça de Raphael Soares com mais de 1 milhão de curtidas, entre 27 e 28/8. Salvar cópias com urgência na pasta de evidências.",
2026-08-27,Augusto Cury,Busca 'Augusto Cury é de esquerda ou direita' ultrapassa 10 mil consultas,rito de reclassificação,Crescimento próximo de 900% no termo. Marcador datado da tentativa do eleitorado de localizar o candidato no eixo.,
2026-08-27,Augusto Cury,Adversários levantam suspeita de crescimento artificial,ataque,"Acusações de inflação artificial de seguidores e de uso de influenciadores pagos, entre 27 e 28/8.",
2026-08-27,Augusto Cury,Ganha mais de 1 milhão de seguidores em 24h e chega a 10 milhões no Instagram,contexto,"Estado de Minas (27/8/2026); adversários passam a cogitar acionar o TSE pelo crescimento 'suspeito' (Metrópoles, coluna Igor Gadelha).",https://www.em.com.br/politica/2026/08/7488857-augusto-cury-ganha-1-milhao-de-seguidores-em-24h-e-vira-sensacao-nas-redes.html
2026-08-27,Edmilson Costa,Entrevista ao Monitor Mercantil,entrevista,"Economista de 76 anos propõe jornada de 30h, nacionalização do sistema financeiro e estatização do ensino universitário privado; critica Lula por não revogar reformas trabalhista e previdenciária.",https://monitormercantil.com.br/conversa-com-edmilson-costa-candidato-a-presidencia-pelo-pcb/
2026-08-27,Lula,Sabatina no Jornal Nacional,entrevista,"Com Tralli e Renata Vasconcellos. Primeira pergunta sobre o filho Fábio: 'se cometeu ilícito, pagará como qualquer brasileiro'. Diz 'se tem alguém que tem responsabilidade fiscal, sou eu'; sobre Banco Master brinca estar 'no Ministério Público'. Confronta âncoras sobre 'powerpoints'. Flávio, no dia seguinte, prestou solidariedade a Renata pela 'descortesia'.",https://tvtnews.com.br/lula-na-globo-sabatina-no-jornal-nacional/
2026-08-27,Lula,Sem sinalização sobre próximos debates,debate,O Tempo: Lula 'tem evitado marcar presença em sabatinas' e 'ainda não há sinalização de que o presidente compareça aos próximos debates'.,https://www.otempo.com.br/eleicoes/2026/presidentes/2026/8/27/sem-outras-agendas-no-dia-lula-viaja-para-sabatina-do-jornal-nacional
2026-08-27,Renan Santos,Sabatina O Globo/Valor/CBN,entrevista,"No Rio, defende o fim da Justiça do Trabalho e critica a discussão sobre a escala 6x1.",https://www.acessa.com/politica/2026/08/338139-veja-como-foi-a-quinta-feira-27-dos-candidatos-a-presidente.html
2026-08-27,Ronaldo Caiado,Promessas para o SUS em SP,proposta,Visita ao Hospital Santa Marcelina; promete investir em atenção primária e elevar repasses federais a hospitais do SUS.,https://www.acessa.com/politica/2026/08/338139-veja-como-foi-a-quinta-feira-27-dos-candidatos-a-presidente.html
2026-08-28,Augusto Cury,Campanha responde às acusações,declaração,"Campanha informa 854 mil comentários entre 24 e 27/8, nega influenciadores pagos e inflação artificial e afirma que 96% dos seguidores estão no Brasil.",
2026-08-28,Augusto Cury,Início do horário eleitoral gratuito,rito de reclassificação,Primeiro rito institucional que apresenta o candidato como candidato a um público amplo.,
2026-08-28,Clariana Barão,Perfil no Correio Braziliense,contexto,"Advogada de Cuiabá, 39 anos, número 27, vice Fabiana Torquato; promete 50% de mulheres no governo e quatro ministras no STF; primeira candidatura do DC sem Eymael desde 1995.",https://www.correiobraziliense.com.br/politica/2026/08/7489268-quem-e-clariana-barao-candidata-a-presidencia-pelo-dc.html
2026-08-28,Flávio Bolsonaro,Sabatina no Jornal Nacional,entrevista,"Esquiva-se sobre o contrato do filme Dark Horse com Vorcaro ('o contrato não cabe a mim'); nega contrapartidas; diz que Eduardo 'errou ao agradecer' as tarifas de Trump; promete vencer 'no primeiro turno'; convida Cláudio Lottenberg para a Saúde; levava anotações com 'Mudança', 'Futuro' e '7/set'.",https://www.metropoles.com/brasil/flavio-se-esquiva-sobre-contrato-de-dark-horse-e-vorcaro-nao-cabe-a-mim
2026-08-28,Flávio Bolsonaro,Checagem da Lupa na sabatina do JN,entrevista,"Lupa aponta como falsos: negar aquecimento global, Pix criado no governo Bolsonaro, negar ter questionado urnas, Adriano da Nóbrega 'não tinha feito nada de errado'. Exageros sobre CPI do Master e cargos comissionados (22 mil vs 5,7 mil).",https://www.agencialupa.org/checagem/2026/08/28/ao-vivo-checagem-da-entrevista-de-flavio-bolsonaro-ao-jornal-nacional/
2026-08-28,Flávio Bolsonaro,Cury anuncia carta a Lula e Flávio contra a polarização,declaração,Cury diz que prepara carta aos dois líderes. Não localizei resposta de Flávio ou do PL.,https://www.otempo.com.br/eleicoes/2026/presidentes/2026/8/28/com-o-objetivo-de-combater-a-polarizacao-augusto-cury-diz-que-prepara-carta-a-lula-e-flavio
2026-08-28,Lula,Caminhada em Salvador,contexto,Caminhada em Salvador com ênfase em educação e escolha de cursos para 'disputar tecnologia'.,https://www.aonca.com.br/confira-como-foi-a-sexta-feira-28-dos-presidenciaveis/
2026-08-28,Lula,Cury anuncia carta a Lula e Flávio contra a polarização,declaração,Cury diz que prepara carta aos dois líderes com o objetivo de combater a polarização. Não localizei resposta de Lula ou do PT.,https://www.otempo.com.br/eleicoes/2026/presidentes/2026/8/28/com-o-objetivo-de-combater-a-polarizacao-augusto-cury-diz-que-prepara-carta-a-lula-e-flavio
2026-08-28,Renan Santos,Visita à favela do Taquaril (BH),contexto,Ação com candidatos apoiadores no centro de Belo Horizonte e encontro partidário.,https://www.aonca.com.br/confira-como-foi-a-sexta-feira-28-dos-presidenciaveis/
2026-08-28,Ronaldo Caiado,Promete 'resgatar' a reforma trabalhista,proposta,"No Rio: 'dia da posse, estarei pronto com o resgate da reforma trabalhista'.",https://www.aonca.com.br/confira-como-foi-a-sexta-feira-28-dos-presidenciaveis/
2026-08-29,Augusto Cury,Sabatina de Augusto Cury na Globo,entrevista,"Encerrou a série de sabatinas. Avaliação preliminar do acompanhamento: momento mais difícil do candidato até aqui, sobretudo a análise dos comentaristas na sequência. O campo da BTG/Nexus, encerrado em 30/8, não capturou queda.",
2026-08-29,Augusto Cury,Sabatina no Jornal Nacional,entrevista,Último dia da série do JN (sábado).,https://tvsimbrasil.com.br/eleicoes-2026/calendario-sabatinas-6-presidenciaveis-jornal-nacional
2026-08-29,Flávio Bolsonaro,Motocarreata e barqueata em Angra dos Reis,contexto,Motocarreata e barqueata em Angra (RJ).,https://www.acessa.com/politica/2026/08/338354-veja-como-foi-o-fim-de-semana-dos-candidatos-a-presidente-da-republica.html
2026-08-29,Flávio Bolsonaro,Debate de 14/9: não vai sem Lula,debate,"Gazeta do Povo: Flávio 'confirmou que não participará de debates sem presença de Lula'; presença indefinida em 14/9, 27/9 e 1/10.",https://www.gazetadopovo.com.br/eleicoes/2026/proximos-debates-tv-candidatos-presidente/
2026-08-29,Hertz Dias,Sabatina no SBT News,entrevista,Sabatina no SBT News e visita à Casa da Estudante em Natal; em 30/8 plenária online de lançamento.,https://www.acessa.com/politica/2026/08/338354-veja-como-foi-o-fim-de-semana-dos-candidatos-a-presidente-da-republica.html
2026-08-29,Lula,Estreia da propaganda eleitoral na TV,contexto,"Programa com Alckmin e tema 'soberania nacional' (tarifas dos EUA); coligação tem 5min31s contra 4min20s do PL. Metrópoles antecipa que a campanha intensificará críticas a Flávio com o caso Dark Horse. Veiculação às terças, quintas e sábados até 1/10.",https://www.metropoles.com/brasil/lula-estreia-propaganda-eleitoral-com-alckmin-e-defesa-da-soberania
2026-08-29,Lula,Encontro nacional com mulheres em BH,contexto,Sobre trabalho não remunerado: 'essa pessoa está trabalhando'. Em 30/8 gravou programas eleitorais em Brasília.,https://www.acessa.com/politica/2026/08/338354-veja-como-foi-o-fim-de-semana-dos-candidatos-a-presidente-da-republica.html
2026-08-29,Lula,Debate de 14/9: presença indefinida,debate,"Gazeta do Povo (29/8): Lula e Flávio 'indefinidos' para o consórcio SBT/RedeTV!/CNN de 14/9 (22h); sem confirmações divulgadas para Record (27/9, 21h) e Globo (1/10, 21h30). Correio Braziliense (17/8) listava os seis como convidados/confirmados, mas com as mesmas condicionais.",https://www.gazetadopovo.com.br/eleicoes/2026/proximos-debates-tv-candidatos-presidente/
2026-08-29,Renan Santos,Carreata e adesivaço em SP,proposta,Propõe prontuário eletrônico único no SUS.,https://www.acessa.com/politica/2026/08/338354-veja-como-foi-o-fim-de-semana-dos-candidatos-a-presidente-da-republica.html
2026-08-29,Romeu Zema,Agenda no RS: Feliz e Expointer,contexto,Propostas de infraestrutura em Feliz (RS) e reunião com mulheres do Novo; em 30/8 participa da Expointer em Porto Alegre.,https://www.acessa.com/politica/2026/08/338354-veja-como-foi-o-fim-de-semana-dos-candidatos-a-presidente-da-republica.html
2026-08-29,Romeu Zema,Debate de 14/9: convidado pelo consórcio,debate,Convidado para 14/9 (Correio Braziliense o lista entre os confirmados em 17/8). Não localizei nova posição após a desistência da Band.,https://www.correiobraziliense.com.br/mundo/2026/08/7481270-debates-presidenciais-2026-datas-calendario-e-regras-dos-principais-debates.html
2026-08-29,Ronaldo Caiado,Festa do Peão de Barretos e caminhada na Paulista,contexto,Em Barretos defende ampliar o seguro rural; em 30/8 caminhada na Av. Paulista.,https://www.acessa.com/politica/2026/08/338354-veja-como-foi-o-fim-de-semana-dos-candidatos-a-presidente-da-republica.html
2026-08-29,Ronaldo Caiado,Debate de 14/9: convidado pelo consórcio,debate,Convidado para o consórcio de 14/9; Correio Braziliense (17/8) o lista entre os seis confirmados. Sem confirmação divulgada para Record e Globo.,https://www.correiobraziliense.com.br/mundo/2026/08/7481270-debates-presidenciais-2026-datas-calendario-e-regras-dos-principais-debates.html
2026-08-29,Rui Costa Pimenta,Lançamento de candidatura em Porto Alegre,contexto,Lançamento no Sindicato dos Metalúrgicos de Porto Alegre.,https://www.acessa.com/politica/2026/08/338354-veja-como-foi-o-fim-de-semana-dos-candidatos-a-presidente-da-republica.html
2026-08-29,Samara Martins,Caminhada em Mauá e carreata em João Pessoa,contexto,Caminhada em Mauá (SP) e reunião na zona norte de SP; em 30/8 carreata em João Pessoa (PB).,https://www.acessa.com/politica/2026/08/338354-veja-como-foi-o-fim-de-semana-dos-candidatos-a-presidente-da-republica.html
2026-08-29,Samara Martins,Debates: fora dos convites,debate,"Consórcio de 14/9 convidou seis candidatos (Lula, Flávio, Caiado, Zema, Renan, Cury); UP não tem 5 parlamentares. Sem convite localizado para Record e Globo.",https://www.gazetadopovo.com.br/eleicoes/2026/proximos-debates-tv-candidatos-presidente/
2026-08-29,todos,TSE marca julgamento virtual dos 13 registros presidenciais (31/8 a 2/9),registro,eJornais (29/8/2026): sessão virtual aberta à meia-noite de segunda 31/8 até 2/9 para os 13 candidatos; Marçal com liminar de restrição pendente do julgamento definitivo.,https://ejornais.com.br/index.php/2026/08/29/tse-marca-julgamento-de-registros-dos-candidatos-a-presidencia/
2026-08-30,Flávio Bolsonaro,Entrevista ao Domingo Espetacular (Record) e reunião com ministro de El Salvador,entrevista,"Reunião com o ministro salvadorenho de Segurança e sabatina na Record: 'Tem pouco preso no Brasil, tinha que ter mais'. Record já entrevistara Lula em 23/8 e prevê Zema e Caiado nas semanas seguintes; Jornal da Record fará sabatinas em 15 a 18/9 (Flávio em 18/9).","https://www.terra.com.br/noticias/eleicoes/flavio-bolsonaro-no-domingo-espetacular-em-2026-saiba-data-e-como-assistir-a-entrevista,82dac5a3598f3eb772c4ec5d5d4967d7044u6tu3.html"
2026-08-30,Flávio Bolsonaro,TSE suspende propaganda de Lula contra Flávio,justiça eleitoral,Defesa de Flávio obtém liminar da ministra Estela Aranha suspendendo a peça 'Currículo de Flávio Bolsonaro' da campanha de Lula; Flávio tem 24h para enviar texto de direito de resposta.,https://www.correiobraziliense.com.br/politica/2026/08/7490462-tse-suspende-propaganda-de-lula-com-curriculo-de-flavio-bolsonaro.html
2026-08-30,Lula,TSE suspende propaganda 'Currículo de Flávio Bolsonaro',justiça eleitoral,"Ministra auxiliar Estela Aranha, a pedido da defesa de Flávio, suspende liminarmente peça que listava rachadinha, Banco Master e homenagem a Adriano da Nóbrega em formato de currículo: informações verdadeiras 'descontextualizadas'. Emissoras devem retirar; 24h para Flávio apresentar texto de resposta; PGE e plenário ainda vão analisar.",https://www.correiobraziliense.com.br/politica/2026/08/7490462-tse-suspende-propaganda-de-lula-com-curriculo-de-flavio-bolsonaro.html
2026-08-31,Augusto Cury,Renan Santos chama o crescimento de Cury de inorgânico,ataque,"Ao Estadão, Renan diz que Cury 'não tem muita substância', que 'pode não resistir a sabatinas e debates' e que vive-se 'um momento de forte despolitização no Brasil, a eleição mais desengajada desde 2010'. É a comparação Cury x Renan mais explícita do período, feita pelo próprio Renan.",https://www.moneytimes.com.br/renan-santos-pais-tem-cenario-de-forte-despolitizacao-e-crescimento-de-cury-foi-inorganico-gaep/
2026-08-31,Augusto Cury,Cury responde às acusações em Curitiba,declaração,"No Sebrae: 'Eles que investiguem. Nós investimos em torno de R$ 50 mil. Não tem história de robô.' Marqueteiro Sérgio Lima havia citado cerca de R$ 20 mil em impulsionamento na Meta (28/8). Pede: 'não me enquadrem num partido, numa ideologia'. Fala em 'pacificar essa nação com os maiores especialistas, dos mais diversos partidos'. Inaugurou comitê em Gravataí (RS).",https://oantagonista.com.br/brasil/cury-nega-contratacao-de-influenciadores-e-uso-de-robos-eles-que-investiguem/
2026-08-31,Augusto Cury,Campanhas de Lula e Flávio avaliam ir ao TSE contra Cury,ataque,"O Antagonista: campanhas 'avaliam' representações por robôs. ICL (1/9) afirma que PT, Missão e PL já provocaram a Justiça Eleitoral, com técnicos analisando robôs em IVR e recrutamento digital; não confirmado por outro veículo. GloboNews (via Fórum, 30/8) apontou ao menos 200 influenciadores de pequeno e médio porte declarando voto 'de forma simultânea e padronizada'.",https://oantagonista.com.br/brasil/cury-ganha-25-milhoes-de-seguidores-e-campanhas-avaliam-ir-ao-tse/
2026-08-31,Augusto Cury,"BTG/Nexus: Cury chega a 11%, primeiro nome da terceira via com dois dígitos",contexto,Exame (31/8/2026): Cury sobe de 2% para 11%; Lula cai de 41% para 39% e Flávio de 37% para 33%.,https://exame.com/brasil/com-11-cury-conquista-eleitor-que-votava-em-lula-e-flavio-a-contragosto-diz-ceo-da-nexus/
2026-08-31,Augusto Cury,Marqueteiro Sérgio Lima à frente da campanha,cenário,"Publicitário que trabalhou em campanhas de Jair Bolsonaro assumiu a campanha de Cury ainda em agosto e coordena a estratégia de comunicação. Diz ter projetado o crescimento quando a própria equipe era cética. Primeiro quadro profissional de campanha identificado, o que qualifica a premissa de fenômeno sem estrutura profissional visível registrada no briefing. Não há, até aqui, informação sobre financiadores ou quadros econômicos.",https://www.brasilemfolhas.com.br/2026/08/sergio-lima-assume-campanha-de-augusto-cury-a-presidencia/
2026-08-31,Augusto Cury,Perde mais de 40 mil seguidores após a sabatina da Globo,contexto,"Social Blade registra queda de 19 mil seguidores no Instagram em 30/8 e outros 21 mil até a tarde de 31/8, primeira reversão do sinal desde 23/8. Coincide com a sabatina de 29/8 e com a análise dos comentaristas na sequência.",https://www.em.com.br/politica/2026/08/7491180-augusto-cury-perde-seguidores-apos-entrevista-na-globo.html
2026-08-31,Flávio Bolsonaro,Atacado por Renan Santos na Gazeta do Povo,ataque,"Renan acusa Flávio de apoiar 'Bacelar e TH Jóias, que são ligados ao Comando Vermelho lá no Rio de Janeiro'.",https://www.moneytimes.com.br/renan-santos-diz-que-lula-e-amigo-e-flavio-bolsonaro-e-aliado-do-crime-organizado-gaep/
2026-08-31,Flávio Bolsonaro,Defende Renan Santos contra decisão de Toffoli,endosso,No X: 'Espero que o candidato Renan Santos restabeleça sua candidatura'; 'O presidente Jair Bolsonaro está com suas redes bloqueadas há mais de 1 ano e a censura não pode mais ser banalizada'.,https://www.poder360.com.br/poder-eleicoes-2026/flavio-cita-censura-a-bolsonaro-ao-defender-renan-de-decisao-do-tse/
2026-08-31,Flávio Bolsonaro,TSE inicia julgamento virtual do registro (31/8 a 2/9),justiça eleitoral,"Registro Flávio/Alfredo Gaspar na pauta virtual, relator André Mendonça; sem impugnação relatada.",https://www.folhavitoria.com.br/eleicoes/tse-comeca-a-julgar-registros-de-lula-flavio-bolsonaro-e-outros-candidatos-a-presidencia/
2026-08-31,Flávio Bolsonaro,"BTG/Nexus: cai 4 pontos, empate técnico no 2º turno",pesquisa,"Coleta 28 a 30/8. Lula 39% (-2), Flávio 33% (-4), Cury 11% (+9), Caiado 5%, Renan 3%, Zema 1% (-2), Samara 1%. 2º turno Lula 46% x Flávio 45%; Lula 45% x Caiado 44%.",https://www.moneytimes.com.br/pesquisa-btg-pactual-nexus-31-de-agosto-gaep/
2026-08-31,Flávio Bolsonaro,Campanha vê Cury como problema de Lula,contexto,"Blog do Esmael: aliados de Flávio avaliam que, se Cury seguir crescendo, 'o primeiro prejudicado será Lula' e apostam em receber o apoio do Avante num eventual 2º turno; sem declaração oficial do PL.",https://www.esmaelmorais.com.br/cury-cresce-problema-lula-flavio-bolsonaro
2026-08-31,Lula,Atacado por Renan Santos na Gazeta do Povo,ataque,"Renan: 'O Lula é amigo do crime organizado, recebeu através do governo dele membros do Comando Vermelho e do PCC'.",https://www.moneytimes.com.br/renan-santos-diz-que-lula-e-amigo-e-flavio-bolsonaro-e-aliado-do-crime-organizado-gaep/
2026-08-31,Lula,TSE inicia julgamento virtual dos registros (31/8 a 2/9),justiça eleitoral,"Relator André Mendonça para Lula/Alckmin, Zema/Girão, Flávio/Gaspar, Samara/Brício e Hertz/Portugal; Estela Aranha para Edmilson/Cleusa. Nenhuma impugnação relatada contra Lula.",https://www.folhavitoria.com.br/eleicoes/tse-comeca-a-julgar-registros-de-lula-flavio-bolsonaro-e-outros-candidatos-a-presidencia/
2026-08-31,Lula,AtlasIntel/Bloomberg: lidera 1º e 2º turnos,pesquisa,"Coleta 25 a 30/8, 5.014 entrevistas. Lula 43,4%, Flávio 33,7%, Cury 7,8%, Renan 7,6%, Caiado 3,3%, Marçal 1,9%, Zema 1,0%, Samara 0,9%, Pimenta 0,1%, Grassi 0,1%. 2º turno: Lula 47,1% x Flávio 42,6%.",https://www.moneytimes.com.br/pesquisa-atlasintel-bloomberg-31-de-agosto-gaep/
2026-08-31,Pablo Marçal,Registro sob impugnação aguarda julgamento de mérito,justiça eleitoral,"Marçal segue inelegível até 2032 (TRE-SP, 5/8, 'campeonato de cortes') e com as restrições de 20/8; prazo legal para julgamento é 14/9 (20 dias antes do 1º turno); PRTB tem Leonardo Avalanche como 'plano B'.",https://www.cartacapital.com.br/politica/marcal-comeca-campanha-presidencial-inelegivel-e-depende-do-tse-para-disputar/
2026-08-31,Renan Santos,"Toffoli suspende propaganda, fundo e debates da chapa",justiça eleitoral,"Decisão monocrática do relator Dias Toffoli (Res. TSE 23.609/2019): chapa informou 16 a 18 perfis de redes (ex.: 'Onça Viral', 'Multiverso Amarelo') só em 19/8, 12 dias após o registro de 7/8. Suspende propaganda eleitoral digital em perfis não declarados, repasses do FEFC e gastos, e participação em debates em rádio, TV e podcasts. Multas de R$ 50 mil por veiculação ou debate. Candidatura segue ativa; atos de rua permitidos. Prazo de 24h para esclarecimentos.",https://www.gazetadopovo.com.br/eleicoes/2026/toffoli-suspende-campanha-renan-santos-presidencia/
2026-08-31,Renan Santos,Toffoli retira de pauta o registro de Renan no plenário virtual,justiça eleitoral,Registro de Renan é retirado do julgamento virtual (31/8 a 2/9) por 'indícios de irregularidades' na complementação dos perfis; TSE fixa prazos para ouvir o Missão antes de levar ao plenário.,https://canalmynews.com.br/eleicoes-2026/toffoli-retira-de-pauta-julgamento-do-registro-de-candidatura-de-renan-santos-no-tse/
2026-08-31,Renan Santos,Coletiva: 'cassação branca' e retaliação pelo Banco Master,declaração,"Renan chama a decisão de 'ilegal' e 'persecutória', diz que organizou quatro atos contra Toffoli pelo caso Master ('estou pagando o preço'), atribui a omissão a erro técnico e anuncia mandado de segurança. Kim Kataguiri fala em 'regimes ditatoriais'; advogado Arthur Rollo diz que sem debates a campanha fica inviável.","https://www.terra.com.br/noticias/brasil/politica/renan-santos-diz-que-decisao-de-toffoli-e-perseguicao-e-cita-envolvimento-de-ministro-com-master,4a223c560dcbab40ba076e52da928332uwsj6wsh.html"
2026-08-31,Renan Santos,Ataca Cury na sabatina da Gazeta do Povo,ataque,"'O cara que está agora em terceiro (...) que parece um filme psicodélico, é o Augusto Cury que falou que vai usar drones para derrotar o feminicídio. É uma coisa muito, muito insana.' Também: 'Lula é amigo do crime organizado' e Flávio apoiou 'Bacelar e TH Jóias, ligados ao Comando Vermelho'.",https://www.moneytimes.com.br/renan-santos-diz-que-lula-e-amigo-e-flavio-bolsonaro-e-aliado-do-crime-organizado-gaep/
2026-08-31,Renan Santos,"Defendido por Flávio, Zema e Caiado",endosso,"Os três adversários de direita criticam publicamente a decisão de Toffoli. Não localizei manifestação de Lula, PT ou Cury.",https://www.jornalopcao.com.br/ultimas-noticias/caiado-zema-e-flavio-bolsonaro-saem-em-defesa-de-renan-santos-apos-suspensao-da-campanha-veja-o-que-disseram-863680/
2026-08-31,Renan Santos,Debate de 14/9: impedido pela decisão de Toffoli,debate,"Convidado pelo consórcio, mas a decisão de 31/8 veda participação em debates em rádio, TV e podcasts (multa de R$ 50 mil por debate) enquanto vigorar.",https://www.gazetadopovo.com.br/eleicoes/2026/toffoli-suspende-campanha-renan-santos-presidencia/
2026-08-31,Romeu Zema,Defende Renan Santos: 'um absurdo',endosso,No X: 'o que o Toffoli acaba de fazer é um absurdo'; volta a citar 'intocáveis' e critica decisões anteriores do STF.,https://www.jornalopcao.com.br/ultimas-noticias/caiado-zema-e-flavio-bolsonaro-saem-em-defesa-de-renan-santos-apos-suspensao-da-campanha-veja-o-que-disseram-863680/
2026-08-31,Romeu Zema,TSE inicia julgamento virtual do registro (31/8 a 2/9),justiça eleitoral,"Registro Zema/Girão na pauta virtual, relator André Mendonça; sem impugnação relatada.",https://www.folhavitoria.com.br/eleicoes/tse-comeca-a-julgar-registros-de-lula-flavio-bolsonaro-e-outros-candidatos-a-presidencia/
2026-08-31,Romeu Zema,Ato na sede da PF em Curitiba,contexto,Manhã na sede da Polícia Federal com apoiadores; tarde com moradores sobre corrupção.,https://www.aonca.com.br/confira-como-foi-a-segunda-feira-31-dos-candidatos-a-presidente/
2026-08-31,Ronaldo Caiado,Defende Renan Santos: medida 'desproporcional',endosso,"No X: 'A medida é desproporcional. As eleições são decididas por votação, com todos'; solidariedade ao adversário.",https://www.jornalopcao.com.br/ultimas-noticias/caiado-zema-e-flavio-bolsonaro-saem-em-defesa-de-renan-santos-apos-suspensao-da-campanha-veja-o-que-disseram-863680/
2026-08-31,Ronaldo Caiado,Registro previsto para julgamento pelo TSE,justiça eleitoral,"Fan F1 (29/8) lista os 13 registros para o plenário virtual de 31/8 a 2/9; a Folha Vitória cita apenas seis chapas na pauta inicial, sem Caiado. Não localizei impugnação contra Caiado/Kassab.",https://fanf1.com.br/2026/08/29/tse-marca-julgamento-dos-registros-de-candidatura-a-presidencia/
2026-08-31,Ronaldo Caiado,"Sabatina na Jovem Pan, Anfavea e SindusCon-SP",entrevista,Em São Paulo discute questões trabalhistas e viabilidade da indústria.,https://www.aonca.com.br/confira-como-foi-a-segunda-feira-31-dos-candidatos-a-presidente/
2026-08-31,Samara Martins,TSE inicia julgamento virtual do registro (31/8 a 2/9),justiça eleitoral,"Registro Samara/Raquel Brício na pauta virtual, relator André Mendonça; sem impugnação relatada.",https://www.folhavitoria.com.br/eleicoes/tse-comeca-a-julgar-registros-de-lula-flavio-bolsonaro-e-outros-candidatos-a-presidencia/
2026-08-31,Wilson Grassi,"Entrevista à Folha: 'Meu Botox, Minha Vida'",proposta,"Defende toxina botulínica gratuita para mulheres de baixa renda, imposto único de 2% sobre transações, fim da CLT, Bolsa Família de R$ 2 mil sem direito a voto para beneficiários e mineração em terras indígenas; 'precisamos matar Getúlio Vargas'.",https://revistaoeste.com/politica/candidato-a-presidencia-wilson-grassi-defende-meu-botox-minha-vida/
2026-08-31,Wilson Grassi,Toffoli suspende a campanha digital,justiça eleitoral,"Mesma decisão que atingiu Renan Santos em 31/8 alcança o candidato do Democrata, por irregularidades na informação à Justiça Eleitoral dos perfis usados pela campanha nas redes.",https://pt.wikipedia.org/wiki/Pesquisas_de_opini%C3%A3o_para_a_elei%C3%A7%C3%A3o_presidencial_no_Brasil_em_2026
