"data","candidato","plataforma","seguidores","fonte","url_fonte","observacao"
"2026-08-03","Ronaldo Caiado","Instagram","2,3 milhões","Instituto Democracia em Xeque, Semanal DX (4/8/2026)","https://institutodx.org/semanaldx/relatorio18/","@ronaldocaiado. Relatório #18 (27/7 a 3/8). ATENÇÃO: a página informa base 'extraída em 27/07 às 16h' (mesma do #17, que traz valores menores) e os valores são idênticos aos do #21 (24/8); provável erro de edição no site. Data 3/8 é inferência; usar com cautela"
"2026-08-03","Renan Santos","Instagram","2,5 milhões","Instituto Democracia em Xeque, Semanal DX (4/8/2026)","https://institutodx.org/semanaldx/relatorio18/","@renansantosmbl. Relatório #18 (27/7 a 3/8). ATENÇÃO: a página informa base 'extraída em 27/07 às 16h' (mesma do #17, que traz valores menores) e os valores são idênticos aos do #21 (24/8); provável erro de edição no site. Data 3/8 é inferência; usar com cautela"
"2026-08-10","Lula","Instagram","14,8 milhões","Instituto Democracia em Xeque, Semanal DX (11/8/2026)","https://institutodx.org/semanaldx/relatorio19/","@lulaoficial. Relatório #19; base extraída em 10/08 às 18h"
"2026-08-10","Flávio Bolsonaro","Instagram","11,0 milhões","Instituto Democracia em Xeque, Semanal DX (11/8/2026)","https://institutodx.org/semanaldx/relatorio19/","@flaviobolsonaro. Relatório #19; base extraída em 10/08 às 18h"
"2026-08-10","Ronaldo Caiado","Instagram","2,2 milhões","Instituto Democracia em Xeque, Semanal DX (11/8/2026)","https://institutodx.org/semanaldx/relatorio19/","@ronaldocaiado. Relatório #19; base extraída em 10/08 às 18h"
"2026-08-10","Renan Santos","Instagram","2,2 milhões","Instituto Democracia em Xeque, Semanal DX (11/8/2026)","https://institutodx.org/semanaldx/relatorio19/","@renansantosmbl. Relatório #19; base extraída em 10/08 às 18h"
"2026-08-11","Ronaldo Caiado","Instagram","2,25 milhões","AtivaWeb DataLab via Brasil 247 (11/8/2026)","https://www.brasil247.com/midia/caiado-investe-r-621-mil-nas-redes-mas-tem-o-pior-engajamento-entre-presidenciaveis/","Engajamento 0,4%; data de referência = data da matéria"
"2026-08-11","Romeu Zema","Instagram","3,5 milhões","Poder360 (16/8/2026)","https://www.poder360.com.br/poder-eleicoes-2026/zema-e-renan-santos-preferem-mirar-criticas-a-adversarios-no-instagram/","Data de referência inferida (fim do período 1/6 a 11/8)"
"2026-08-11","Romeu Zema","X","mais de 600 mil","Poder360 (16/8/2026)","https://www.poder360.com.br/poder-eleicoes-2026/zema-e-renan-santos-preferem-mirar-criticas-a-adversarios-no-instagram/","Data de referência inferida (fim do período 1/6 a 11/8)"
"2026-08-11","Renan Santos","Instagram","2,3 milhões","Poder360 (16/8/2026)","https://www.poder360.com.br/poder-eleicoes-2026/zema-e-renan-santos-preferem-mirar-criticas-a-adversarios-no-instagram/","Levantamento próprio do Poder360 sobre posts de 1/6 a 11/8; a matéria dá o número de seguidores sem data exata (aqui registrado no fim do período analisado; inferência)"
"2026-08-11","Renan Santos","X","156,6 mil","Poder360 (16/8/2026)","https://www.poder360.com.br/poder-eleicoes-2026/zema-e-renan-santos-preferem-mirar-criticas-a-adversarios-no-instagram/","Data de referência inferida (fim do período 1/6 a 11/8)"
"2026-08-17","Lula","Instagram","14,8 milhões","Instituto Democracia em Xeque, Semanal DX (19/8/2026)","https://institutodx.org/semanaldx/relatorio20/","@lulaoficial. Relatório #20; base extraída em 17/08 às 18h"
"2026-08-17","Flávio Bolsonaro","Instagram","11,0 milhões","Instituto Democracia em Xeque, Semanal DX (19/8/2026)","https://institutodx.org/semanaldx/relatorio20/","@flaviobolsonaro. Relatório #20; base extraída em 17/08 às 18h"
"2026-08-17","Ronaldo Caiado","Instagram","2,2 milhões","Instituto Democracia em Xeque, Semanal DX (19/8/2026)","https://institutodx.org/semanaldx/relatorio20/","@ronaldocaiado. Relatório #20; base extraída em 17/08 às 18h"
"2026-08-17","Renan Santos","Instagram","2,2 milhões","Instituto Democracia em Xeque, Semanal DX (19/8/2026)","https://institutodx.org/semanaldx/relatorio20/","@renansantosmbl. Relatório #20; base extraída em 17/08 às 18h"
"2026-08-20","Augusto Cury","quaest_ipd","37,8","Quaest IPD via O Globo/Lauro Jardim, replicado por Fox Elite (1/9/2026) e Brasil em Folhas (1/9/2026)","https://www.foxelite.com.br/2026/09/ascensao-de-augusto-cury-na-corrida.html","'passando de 37,8 para 54,5 pontos' em uma semana; 7º para 4º lugar. Data de referência do valor anterior NÃO informada pela fonte (registrada aqui como ~20/8, inferência: semana anterior ao salto pós-debate de 23/8)"
"2026-08-20","Pablo Marçal","Instagram","13,7 milhões","Estado de Minas (20/8/2026)","https://www.em.com.br/nacional/2026/08/7483718-todos-os-candidatos-a-presidencia-em-2026-quem-sao-e-o-que-defendem.html","'13,7 milhões de seguidores no Instagram'; único candidato com número de seguidores citado na matéria. Data de referência = data da matéria (inferência)"
"2026-08-22","Augusto Cury","Instagram","9,3 milhões","InsTrack via Pleno.News (27/8/2026)","https://pleno.news/brasil/eleicoes-2026/augusto-cury-ganha-quase-2-milhoes-seguidores-no-instagram.html","Véspera do debate segundo o InsTrack; DIVERGE de CNN/Vox Radar e Social Blade (8,3 milhões em 23/8)"
"2026-08-23","Augusto Cury","Instagram","8,3 milhões","CNN Brasil (27/8/2026)","https://www.cnnbrasil.com.br/eleicoes/apos-debate-cury-e-candidato-com-maior-crescimento-de-seguidores-e-buscas/","Valor pré-debate (dia do debate da Band, 23/8); cresceu 19,4% para 9,9 milhões até 27/8"
"2026-08-23","Augusto Cury","Instagram","8.326.495","Vox Radar via CNN Brasil (31/8/2026)","https://www.cnnbrasil.com.br/eleicoes/vox-radar-cury-tem-aumento-de-seguidores-e-mencoes-apos-debate-e-sabatina/","Valor 'no dia do debate' (a matéria situa o debate em 16/8 na extração, mas o debate da Band foi em 23/8; a série Social Blade via MyNews dá 8.339.288 em 23/8)"
"2026-08-23","Augusto Cury","Instagram","8.339.288","Social Blade via Canal MyNews (28/8/2026)","https://canalmynews.com.br/eleicoes-2026/analise-o-que-esta-por-tras-do-crescimento-de-augusto-cury-nas-redes-sociais/","Domingo 23/8 (dia do debate), +1.779 no dia. Série diária: 24/8 +62.458; 25/8 +129.679; 26/8 +686.547; 27/8 +1.209.891; 28/8 +291.461"
"2026-08-23","Ronaldo Caiado","Instagram","2,18 milhões","CNN Brasil (27/8/2026)","https://www.cnnbrasil.com.br/eleicoes/apos-debate-cury-e-candidato-com-maior-crescimento-de-seguidores-e-buscas/","Valor pré-debate; para 2,28 milhões (+4,5%) até 27/8"
"2026-08-23","Renan Santos","Instagram","2,1 milhões","CNN Brasil (27/8/2026)","https://www.cnnbrasil.com.br/eleicoes/apos-debate-cury-e-candidato-com-maior-crescimento-de-seguidores-e-buscas/","Valor pré-debate; para 2,49 milhões (+18,8%) até 27/8"
"2026-08-24","Lula","Instagram","15,0 milhões","Instituto Democracia em Xeque, Semanal DX (25/8/2026)","https://institutodx.org/semanaldx/relatorio21/","@lulaoficial. Relatório #21; base extraída em 24/08 às 18h (dia seguinte ao debate da Band)"
"2026-08-24","Flávio Bolsonaro","Instagram","11,4 milhões","Instituto Democracia em Xeque, Semanal DX (25/8/2026)","https://institutodx.org/semanaldx/relatorio21/","@flaviobolsonaro. Relatório #21; base extraída em 24/08 às 18h (dia seguinte ao debate da Band)"
"2026-08-24","Augusto Cury","Instagram","8,4 milhões","Social Blade via Metrópoles, coluna Andreza Matais (28/8/2026)","https://www.metropoles.com/colunas/andreza-matais/cury-ganha-21-milhoes-no-instagram-em-tres-dias-adversarios-suspeitam","'Na segunda-feira (24), eram apenas 8,4 milhões'"
"2026-08-24","Ronaldo Caiado","Instagram","2,3 milhões","Instituto Democracia em Xeque, Semanal DX (25/8/2026)","https://institutodx.org/semanaldx/relatorio21/","@ronaldocaiado. Relatório #21; base extraída em 24/08 às 18h (dia seguinte ao debate da Band)"
"2026-08-24","Renan Santos","Instagram","2,5 milhões","Instituto Democracia em Xeque, Semanal DX (25/8/2026)","https://institutodx.org/semanaldx/relatorio21/","@renansantosmbl. Relatório #21; base extraída em 24/08 às 18h (dia seguinte ao debate da Band)"
"2026-08-25","Augusto Cury","Instagram","8,4 milhões","Sólon via Gazeta do Povo (28/8/2026)","https://www.gazetadopovo.com.br/eleicoes/2026/augusto-cury-dispara-nas-redes-como-agente-da-despolarizacao/","'em 25 de agosto, o escritor tinha 8,4 milhões de seguidores no Instagram'"
"2026-08-26","Augusto Cury","Instagram","9.217.972","Social Blade via Canal MyNews (28/8/2026)","https://canalmynews.com.br/eleicoes-2026/analise-o-que-esta-por-tras-do-crescimento-de-augusto-cury-nas-redes-sociais/","Série diária Social Blade"
"2026-08-27","Lula","Instagram","14,9 milhões","InsTrack via Pleno.News (27/8/2026)","https://pleno.news/brasil/eleicoes-2026/augusto-cury-ganha-quase-2-milhoes-seguidores-no-instagram.html","Ranking de 27/8"
"2026-08-27","Lula","Instagram","14 milhões","Social Blade via Metrópoles, coluna Andreza Matais (28/8/2026)","https://www.metropoles.com/colunas/andreza-matais/cury-ganha-21-milhoes-no-instagram-em-tres-dias-adversarios-suspeitam","'ganhou mais 2.024 ontem' (27/8); valor arredondado, diverge de 14,9 milhões (InsTrack) e 15,0 milhões (DX)"
"2026-08-27","Flávio Bolsonaro","Instagram","11,3 milhões","InsTrack via Pleno.News (27/8/2026)","https://pleno.news/brasil/eleicoes-2026/augusto-cury-ganha-quase-2-milhoes-seguidores-no-instagram.html","Ranking de 27/8; mesmo valor em Metrópoles 28/8 (Social Blade)"
"2026-08-27","Flávio Bolsonaro","Instagram","11,3 milhões","Social Blade via Metrópoles, coluna Andreza Matais (28/8/2026)","https://www.metropoles.com/colunas/andreza-matais/cury-ganha-21-milhoes-no-instagram-em-tres-dias-adversarios-suspeitam","+1,5 mil em 27/8"
"2026-08-27","Augusto Cury","Instagram","10 milhões","Estado de Minas (27/8/2026)","https://www.em.com.br/politica/2026/08/7488857-augusto-cury-ganha-1-milhao-de-seguidores-em-24h-e-vira-sensacao-nas-redes.html","'Hoje, ele bateu a marca de 10 milhões'; +1 milhão em 24h e +2 milhões desde o debate de 23/8"
"2026-08-27","Augusto Cury","Instagram","9,9 milhões","CNN Brasil (27/8/2026)","https://www.cnnbrasil.com.br/eleicoes/apos-debate-cury-e-candidato-com-maior-crescimento-de-seguidores-e-buscas/","+1,55 milhão (+19,4%) pós-debate; 'entre o levantamento e a publicação, o número superou os 10 milhões'"
"2026-08-27","Augusto Cury","Instagram","10,1 milhões","InsTrack via Pleno.News (27/8/2026)","https://pleno.news/brasil/eleicoes-2026/augusto-cury-ganha-quase-2-milhoes-seguidores-no-instagram.html","'tinha 9,3 milhões na véspera do debate' (22/8) e 'chegou a 10,1 milhões nesta quinta-feira (27)'. Diverge de outras fontes para 22-23/8 (8,3 milhões)"
"2026-08-27","Augusto Cury","Instagram","10,7 milhões","Social Blade via Metrópoles, coluna Andreza Matais (28/8/2026)","https://www.metropoles.com/colunas/andreza-matais/cury-ganha-21-milhoes-no-instagram-em-tres-dias-adversarios-suspeitam","+2,1 milhões em três dias; +1,2 milhão só em 27/8. Sem crescimento em X, Facebook e YouTube"
"2026-08-27","Augusto Cury","Instagram","10.427.863","Social Blade via Canal MyNews (28/8/2026)","https://canalmynews.com.br/eleicoes-2026/analise-o-que-esta-por-tras-do-crescimento-de-augusto-cury-nas-redes-sociais/","Série diária Social Blade. Fanpage Karma no mesmo dia: 9.297.057"
"2026-08-27","Augusto Cury","Instagram","9.297.057","Fanpage Karma via Canal MyNews (28/8/2026)","https://canalmynews.com.br/eleicoes-2026/analise-o-que-esta-por-tras-do-crescimento-de-augusto-cury-nas-redes-sociais/","Diverge do Social Blade no mesmo dia (10.427.863)"
"2026-08-27","Augusto Cury","quaest_ipd","54,5","Quaest IPD via O Globo/Lauro Jardim, replicado por Fox Elite (1/9/2026), Brasil em Folhas (1/9) e La Nación (1/9)","https://www.brasilemfolhas.com.br/2026/09/augusto-cury-ganha-2-5-milhoes-de-seguidores-em-uma-semana/","4º lugar, atrás de Flávio, Lula e Renan (sem valores destes). Terra 31/8 e Infosaj 1/9 dizem que a série vai de 10/8 até 'a última quarta-feira' (26/8); data 27/8 é inferência"
"2026-08-27","Ronaldo Caiado","Instagram","2,28 milhões","CNN Brasil (27/8/2026)","https://www.cnnbrasil.com.br/eleicoes/apos-debate-cury-e-candidato-com-maior-crescimento-de-seguidores-e-buscas/","+4,5% pós-debate. Flávio +0,5%, Zema +0,3%, Lula -0,04% (-6.590), sem valores absolutos"
"2026-08-27","Ronaldo Caiado","Instagram","2,2 milhões","InsTrack via Pleno.News (27/8/2026)","https://pleno.news/brasil/eleicoes-2026/augusto-cury-ganha-quase-2-milhoes-seguidores-no-instagram.html","Ranking de 27/8"
"2026-08-27","Romeu Zema","Instagram","3,5 milhões","InsTrack via Pleno.News (27/8/2026)","https://pleno.news/brasil/eleicoes-2026/augusto-cury-ganha-quase-2-milhoes-seguidores-no-instagram.html","Ranking de 27/8"
"2026-08-27","Renan Santos","Instagram","2,49 milhões","CNN Brasil (27/8/2026)","https://www.cnnbrasil.com.br/eleicoes/apos-debate-cury-e-candidato-com-maior-crescimento-de-seguidores-e-buscas/","+396 mil (+18,8%) pós-debate"
"2026-08-27","Renan Santos","Instagram","2,4 milhões","InsTrack via Pleno.News (27/8/2026)","https://pleno.news/brasil/eleicoes-2026/augusto-cury-ganha-quase-2-milhoes-seguidores-no-instagram.html","Ranking de 27/8"
"2026-08-27","Renan Santos","Instagram","2,5 milhões","Social Blade via Metrópoles, coluna Andreza Matais (28/8/2026)","https://www.metropoles.com/colunas/andreza-matais/cury-ganha-21-milhoes-no-instagram-em-tres-dias-adversarios-suspeitam","+8,4 mil em 27/8"
"2026-08-27","Pablo Marçal","Instagram","13,9 milhões","InsTrack via Pleno.News (27/8/2026)","https://pleno.news/brasil/eleicoes-2026/augusto-cury-ganha-quase-2-milhoes-seguidores-no-instagram.html","Ranking de 27/8"
"2026-08-28","Augusto Cury","Instagram","10.719.324","Social Blade via Canal MyNews (28/8/2026)","https://canalmynews.com.br/eleicoes-2026/analise-o-que-esta-por-tras-do-crescimento-de-augusto-cury-nas-redes-sociais/","Parcial de 28/8. Ativaweb DataLab (22-28/8): 10.608.152; 'mais de 2,27 milhões em uma semana'"
"2026-08-28","Augusto Cury","Instagram","10.608.152","Ativaweb DataLab via Canal MyNews (28/8/2026)","https://canalmynews.com.br/eleicoes-2026/analise-o-que-esta-por-tras-do-crescimento-de-augusto-cury-nas-redes-sociais/","Período 22 a 28/8"
"2026-08-28","Augusto Cury","Instagram","10,3 milhões","Sólon via Gazeta do Povo (28/8/2026)","https://www.gazetadopovo.com.br/eleicoes/2026/augusto-cury-dispara-nas-redes-como-agente-da-despolarizacao/","'o perfil já reúne 10,3 milhões de seguidores' (28/8); quase 2 milhões em dois dias"
"2026-08-31","Lula","Instagram","14,9 milhões","La Nación (1/9/2026)","https://www.lanacion.com.ar/el-mundo/augusto-cury-el-fenomeno-de-las-redes-que-amenaza-con-romper-la-polarizacion-en-brasil-nid01092026/","Sem data explícita da contagem na matéria; data 31/8 é inferência"
"2026-08-31","Flávio Bolsonaro","Instagram","11,4 milhões","La Nación (1/9/2026)","https://www.lanacion.com.ar/el-mundo/augusto-cury-el-fenomeno-de-las-redes-que-amenaza-con-romper-la-polarizacion-en-brasil-nid01092026/","Sem data explícita da contagem na matéria; data 31/8 é inferência"
"2026-08-31","Augusto Cury","Instagram","10.770.423","Vox Radar via CNN Brasil (31/8/2026)","https://www.cnnbrasil.com.br/eleicoes/vox-radar-cury-tem-aumento-de-seguidores-e-mencoes-apos-debate-e-sabatina/","Após debate (23/8) e sabatina no JN (29/8)"
"2026-08-31","Augusto Cury","Instagram","10,7 milhões","La Nación (1/9/2026)","https://www.lanacion.com.ar/el-mundo/augusto-cury-el-fenomeno-de-las-redes-que-amenaza-con-romper-la-polarizacion-en-brasil-nid01092026/","Matéria de 1/9 sem data explícita da contagem; Flávio 11,4 milhões e Lula 14,9 milhões na mesma passagem. Data 31/8 é inferência"
"2026-08-31","Augusto Cury","total_redes","mais de 10,7 milhões","Bites via Terra (31/8/2026)","https://www.terra.com.br/noticias/eleicoes/o-que-esta-acontecendo-com-augusto-cury-nas-redes-sociais,7193d839e07b1c5e793a38221b2655441ko3di59.html","'passado de cerca de 8,3 milhões para mais de 10,7 milhões em menos de uma semana'; Bites: +2,6 milhões (+18%) na semana; interações Cury 6,7 mi x Flávio 6,9 mi. Bnews 31/8 traz '10,5 milhões' para o mesmo dado"
"2026-08-31","Renan Santos","TikTok","cerca de 1,1 milhão","Gazeta do Povo (1/9/2026)","https://www.gazetadopovo.com.br/eleicoes/2026/youtube-e-instagram-tiram-contas-de-renan-santos-do-ar-no-brasil/","'Antes da retirada, o perfil concentrava cerca de 1,1 milhão de seguidores'; contas retiradas do ar no Brasil em 1/9 por ordem do TSE. Data 31/8 é inferência (último dia antes da retirada)"
